"Exp","HMI","VPNr","GutGefallen","NichtGefallen","Verbessern","Anmerkungen","AllgAnregungen","TC01_ChangeAvailOthers","TC01_ImplemAvail","TC01_Instr","TC01_LevelOthers","TC01_observedLevel","TC01_RemarksTL","TC01_RemarksTP","TC02_ChangeAvailOthers","TC02_ImplemAvail","TC02_Instr","TC02_LevelOthers","TC02_observedLevel","TC02_RemarksTL","TC02_RemarksTP","TC03_ChangeAvailOthers","TC03_ImplemAvail","TC03_Instr","TC03_LevelOthers","TC03_observedLevel","TC03_RemarksTL","TC03_RemarksTP","TC03_TransProblemsOthers","TC04_ChangeAvailOthers","TC04_ImplemAvail","TC04_Instr","TC04_LevelOthers","TC04_observedLevel","TC04_RemarksTL","TC04_RemarksTP","TC05_ChangeAvailOthers","TC05_ImplemAvail","TC05_Instr","TC05_LevelOthers","TC05_observedLevel","TC05_RemarksTL","TC05_RemarksTP","TC05_TransProblemsOthers","TC06_ChangeAvailOthers","TC06_ChangeAvailReasonOthers","TC06_ImplemAvail","TC06_Instr","TC06_LevelOthers","TC06_observedLevel","TC06_RemarksTL","TC06_RemarksTP","TC07_ChangeAvailOthers","TC07_ImplemAvail","TC07_Instr","TC07_LevelOthers","TC07_observedLevel","TC07_RemarksTL","TC07_RemarksTP","TC08_ChangeAvailOthers","TC08_ImplemAvail","TC08_Instr","TC08_LevelOthers","TC08_observedLevel","TC08_RemarksTL","TC08_RemarksTP","TC09_ChangeAvailOthers","TC09_ImplemAvail","TC09_Instr","TC09_LevelOthers","TC09_observedLevel","TC09_RemarksTL","TC09_RemarksTP","TC09_TransProblemsOthers","TC10_ChangeAvailOthers","TC10_ChangeAvailReasonOthers","TC10_ImplemAvail","TC10_Instr","TC10_LevelOthers","TC10_observedLevel","TC10_RemarksTL","TC10_RemarksTP","TC10_TransProblemsOthers","TC11_ChangeAvailOthers","TC11_ImplemAvail","TC11_Instr","TC11_LevelOthers","TC11_observedLevel","TC11_RemarksTL","TC11_RemarksTP","TC11_TransProblemsOthers","TC12_ChangeAvailOthers","TC12_ChangeAvailReasonOthers","TC12_ImplemAvail","TC12_Instr","TC12_LevelOthers","TC12_observedLevel","TC12_RemarksTL","TC12_RemarksTP","TC12_TransProblemsOthers"
"2","HC",21,"Die leichte Handhabe, die meisten Funktionen waren intuitiv. Es warzwarnur ein Teststrecke, aber ich habe ich die meiste Zeit sicher und gut aufgehoben gefühlt bei dem System. ","Wenn ichvomautonomen in die manuelle Stufe schalten sollte war nicht immer ein Warnton das hat mich etwas verunsichert. Und ich wusste nicht genau wie ich dorthin schalten kann und soll (bremse, lenken, Schalter am Lenkrad) ","Immer wenn von einer höheren in eine niedrigere Stufe geschalten werden soll würde ich mir einauffälligeres Zeichen wünschen (von autonem runter immer mit Ton, gerne verschiedene Warntöne bei verschiedenen gefahrenstufen und ein assistierten ein Leuchten am Lenkrad) ","","","",1000,0,"",0,"","","Beide verfügbar ",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"","","","Dritte ausgefallen ","Systemfehler",2,2,"Zweite ",2,"","","",1000,2,"Zweite ",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","Zweite und dritte ausgefallen","",0,0,"",0,"","Anzeige nur ganz zufällig gesehen, blinken war dann auffälliger,  hätte akustische Signal gewünscht ","Wusste erst nicht ob Knopf drücken, lenken , habe dann gebremst ","Zweite und dritte verfügbar ",23,3,"",3,"","","","Zwei und drei ausgefallen ","",0,0,"",0,"","Nur gebremst, was wäre mit Händen am Lenkrad , warnton war gut",""
"2","LC",71,"Es war einfach und aufgeräumt. ","Warnhinweise wäre nicht immer so schnell zu erkennen. ","Warnhinweise größer projizieren + Signalton, wenn das System nicht mehr funktioniert. ","Sehr leicht verständlich und es hat Spaß gemacht damit zu fahren. ","Gerne wieder. ","",1000,0,"",0,"","","",23,0,"",0,"","","Tempomat und Spurgaltung waren aktiv",1000,3,"",2,"","","","",1000,3,"",2,"","","",1000,2,"",3,"","Farbe in Display geändert   , aber beim fahren keinen Unterschied bemerkt","","","",2,2,"",3,"","","",1000,2,"",3,"","","",23,2,"",3,"","","",1000,3,"",2,"","","","Tempomat und Spurgaltung ausgefallen ","",0,0,"",0,"P hat nicht selber übernommen  , Auto hat in diesem Moment Spur verloren und System ausgeschaltet ","","","",23,3,"",2,"","","","","",0,0,"",2,"In l2 gefahren,  daher tc nicht richtig durchführbar","",""
"2","HC",23,"Den Unterschied der fahrmodi zu erkennen","Ka","Den Unterschied für den Nutzer klar erkennbar machen","Ka","Viel erfolg","",1000,0,"",0,"","","",23,0,"",0,"","","Konnte Umschalten ",1000,3,"",3,"","","Wusste nicht genau, dass ich noch zwischen Stufen wechseln muss, dann aber schnell rausgefunden ","Konnte Stufe auswählen ",1000,3,"",3,"Offenbar mal an ähnliche Studien teilgenommen ","Hinterfrage gerade ob das wirklich automatisiert war, da unterschied so schwer zu erkennen, evtl. Führt das System mich in die irre","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","Beide nicht verfügbar ","",0,0,"",0,"","","Dachte erst solche in andere Stufe wechseln, Befehl ins manuelle zu wechseln erst nicht erkannt ","Beide verfügbar ",23,3,"",3,"","","","Beide nicht verfügbar ","",0,0,"",0,"","Diesmal nicht per Taste ausmachen, sondern automatisch bei bremsung ","Nochmal assistiert gekommen "
"2","HC",24,"Durch hohes piepen wurde man gut alarmiert, als das automatisierte fahren nicht mehr ging und man selbst wieder das fahren übernehmen müsste. Auch die anzeigeim Display war übersichtlich gewesen. Die 2 Knöpfe waren gut positioniert und gut einsehbar. Der Wechsel zwischen den Fahrweisen war so schnell möglich. Die kleinen Bilder, ob die Hände am Steuer sein müssen, waren gut. Auch die vers. Farbgebung von den 3 vers Möglichkeiten war gut,. ","Es stand viel text da, wenn assistieren es und automatisiertes fahren verfügbar war. Allerdings braucht man nu beim 1. Mal lesen etwas länger. Danach weiß man ja, was dasteht. Dies könnte aber auchdazu führen, solche längeren Texte nur noch zu überfliegen und so wichtige Infos zu verpassen. Die beiden Knöpfe schienen anfangs nicht viel Sinn zu machen. Ichhatte 3 Knöpfe für die 3 vers. Zu finden. Nach 3maliger Benutzung haben die 2 Knöpfe dann aber Sinn gemacht","Farbgebung der 3 vers Fahrstile gern unterschiedlicher zB gelb grün lila. Das bisherige Weiß gruen hellblau war sehr ähnlich. Und weniger Text, wenn alle Stufen verfügbar sind. ","Sehr übersichtlich. Nach kurzer Zeit einfach zu bedienen. ","Sehr spannend und interessant, besonders das automatisierte fahren. Schwierig, ganz auf das Auto zu vertrauen ","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",0,"Interpretiert Tasten wegen ""aut"" wohl nur für automatisiert ","","Bei beiden automatisiert,  dachte das eine ist automatisiert an und aus , das andere wechseln, da kam die Ansage dass erst assistiert einschalten,  da wusste ich nicht wo ich drücken soll","Beide verfügbar ",1000,3,"",3,"Wechsel beim reset des Level ohne Probleme ","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","","Systemfehler",0,0,"",0,"","","","",23,3,"",3,"","","","","",0,0,"",0,"","",""
"2","LC",72,"Ich empfinde es als sehr angenehm, wenn Funktionen wie Tempoeinstellungen vorhanden sind, Abstandhalten,...... Insbesondere bei Stopp and Go Fahrten oder langen Strecken. ","Ich habe noch keinen richtigen Überblick bekommen,fuer mich war sehr vieles neu. Bin z. B. Gangschaltung gewohnt, älteres Auto,....dadurch war ich noch sehr mit der Fahrpraxis beschäftigt. Das hat mir nicht gefallen. ","Nein. ","Nein. ","Nein. ","",1000,0,"",0,"","Manuelle fahren aufgrund von Fahrverhalten erkannt ","",23,0,"",0,"","Aufgrund von fahrzeugverhalten Eindruck von automatisiert , aber auch nicht sicher","Auto gibt Gas und hält spur",1000,3,"",2,"","Funktionsweise noch nicht ganz klar ","","Blaues Fahrzeug in Mitte, konstant 30 gefahren ",1000,3,"",2,"","","Gelbe und blaue farben",1000,2,"",2,"","Anzeige noch nicht verstanden,  weiß nicht was automatisiert und was assistiert ist, bringt durcheinander ","Funktionsweise der Tasten noch nicht verstanden","Weiß nicht genau ","",2,2,"",2,"","","",1000,2,"",2,"P denkt Fahrzeug verhalten verändert sich, daher Interpretation automatisiert ","","",23,2,"",0,"","Blau ist assistiert und gelb automatisiert ","Gelbes Auto ",1000,3,"",3,"","Automatisiertes ist gelb","","","",0,0,"",0,"Beschreibt Anzeige eigentlich schon richtig  interpretiert aktuell Stufe aber immer noch falsch, Übernahme nur WG Aufforderung ","","Habe selber Probleme 30kmh zu halten , ","Gelbe anzeige",23,3,"",3,"","Kann Skala nicht erkennen, bräuchte lesebrille. Erster Tastendruck ist assistiert (blau),  zweiter ist automatisiert (gelb)","","","",0,0,"",0,"Übernahme nur auf Aufforderung durch vl","Erst jetzt rausgefunden wie ich in automatisiert komme und auch wieder in manuell ",""
"2","HC",25,"Übersichtlichkeit, Verständlichkeit, Einfachheit","","","","","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"Bedient surt, sagt dann aber dass er das nicht durfte","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","","",0,0,"",0,"","Was heißt systemgrenze? Nicht eindeutig verständlich , einfachere erklärung gewünscht, systemgrenze würde für mich heißen dass das Auto von außen manipuliert wird","","",23,3,"",3,"","","","","Systemfehler",0,0,"",0,"Reaktion sehr reflexartig ","Ton und rote Symbol verleiten zum Bremsen ",""
"2","HC",26,"Wenn man etwas erl. Muss sich einen Assistenten nehmen kann ohne unaufmerksam zu werden. ","Da ich so etwas nicht kannte. Alles ungewohnt und man muss erst ein Gefühl dafür bekommen. Anfangs Etwas mulmig ob tatsächlich sicher Wim automatisierte Fahren. War sehr stark auf das Bediniungsfeld fixiert achtesonst mehr auf die Strecke. ","Vlt.  mehr akustische Signale da man dadurch nicht zu viel auf die Anzeigen schaut. Anzeigen konnten etwas länger bleiben. ","Interessante Erfahrung die ich positiv empfinde. ","Find ich gut um unterschiedliche Eindrücke mit einbringen zu können. Gut gemacht. ","",1000,0,"",0,"","","",23,0,"",0,"Dachte Auto wäre in automatisierten fahren","","Angezeigt dass im automatisierten fahren",1000,3,"",3,"","","Drücken der Tasten nicht ganz klar ","Umschalten in automatisiert",1000,3,"",3,"","Jetzt auch Füße vom Gas gelassen, Einschätzung bei Fahrt vorhin (tc2) war falsch ","Hände ans Lenkrad,  kein Gas geben",1000,2,"",2,"","Auto lenkt eher nach rechts, ich fahre immer eher mittig oder links ","","","",2,2,"",2,"","Am Anfang nicht direkt richtig, kurz verschaltet, könnte aber schnell korrigieren. Allgemein schaue ich wesentlich mehr aufs Display ","",1000,2,"",2,"","","",23,2,"",2,"","Unsicher ob Hände wegnehmen , Meldung dass automatisiert Verfügbar kam genau dann als ich Hände entfernt habe, also eher doch dran lassen","Umschalten in andere stufen",1000,3,"",3,"","","Vom ausführen her nein, habe aber falsch auf Ansage reagiert ","","Systemübersteuerung",0,0,"",0,"Erst bei Ton reagiert ","","","",23,3,"",3,"","Schaue aufgrund der vorherigen Fahrt öfter auf Display,  kann ja sein dass ich eingreifen muss","","Zu manuell übernehmen ","",0,0,"",0,"Auf Anzeige hin fast zum stehen gekommen ","Gab es einen Countdown?  Wenn ja dann übersehen. Bei Rot erschrocken und abgebremst, hätte wahrscheinlich direkt weiter fahren sollen",""
"2","HC",27,"","","","","","",1000,0,"",0,"","","",23,0,"",0,"Bei Anzeige kurz geschaut ob automatisiert fährt","","Spur selber gehalten",1000,3,"",2,"Nur in l2 gefahren,  ohne Hände am Lenkrad,  HOD Meldung ignoriert, erst auf VL Aufforderung übernommenen ","","","Weder Gas geben  noch lenken nötig",1000,3,"",3,"","","Bin manuell gefahren ",1000,2,"",0,"Bei Aufforderung in manuell geschaltet,  dann auch dem Fehler bewusst, trotzdem nicht korrigiert,  weil ""Strecke war dann zu kurz"" . Hinweis von VL, dass bis zum Schluss gehandelt werden soll/darf","","","Lenkt wieder zurück in spur","",2,2,"",2,"","Muss Augen auf der Straße lassen, was wenn Gegenstände auf Straße auftauchen ","",1000,2,"",2,"","","Hände nicht mehr an Lenkrad ",23,2,"",3,"Schaltet unaufgefordert in l3","","Nicht mehr Hände ans Lenkrad ",1000,3,"",3,"Frage mit hände: im assistierten fahren nein, obwohl oben automatisierten gesagt,habe den Eindruck  dass P die Stufen durcheinander bringt","","","Musste manuell fahren","Systemfehler",0,0,"",0,"","","","Spurgaltung und tempomat ",23,3,"",2,"Fährt in l2 obwohl Ansage für l3","","","","",0,0,"",0,"Hatte Sensorfehler eigentlich schon erwähnt,  Frage trotzdem mit nein beantwortet,  keine Ahnung warum er bei 1 automatisiert nennt","",""
"2","HC",28,"Nur zwei Bedienelemente, um zwischen den Level zu wechseln. Nicht überladen. Klar und strukturiert. ","Icons nicht mittig. Kein einheitliches farbschema zwischen Text und icon der unterschiedlichen Level. ","Design anpassen. Mit auditiven Feedback arbeiten. ","","","Lenkrad mit 2 Händen nicht mehr durchgestrichen ",1000,0,"",0,"","","",23,0,"",0,"","Macht keinen Sinn was ich bei erster Fahrt gesagt habe, manuell ist immer verfügbar ","",1000,3,"",3,"","","","",1000,3,"",3,"Bei Wiederherstellung kurz verschaltet ","","",1000,2,"",2,"","Verwirrung, was passiert wenn ich auf Pfeil drücke? Vorher musste ich zwei mal abdrücken (von manuell in automatisierten) einmal anschalten, und 2 mal Pfeile, jetzt nur noch einmal pfeil","","","",2,2,"",2,"P testet Hände von Lenkrad zu entfernen,  auf HOD wieder an Lenkrad genommen","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","","",0,0,"",0,"","Warnten hat gefehlt , hätte ich leicht übersehen. Bin über bremse in manuell, geht das auch mit Knopf? Icon von assistiert nicht in der Mitte, stört mich, sollte symmetrisch sein. Wenn ich zwischen Stufen Wechsel gibt es farbige Icons, Schrift ist aber weiß, nicht so auffällig,  würde besser passen wenn Schrift in gleicher farbe","","",23,3,"",3,"","Kein auditiver Feedback dass Level verfügbar,  kann man beim fahren Leicht übersehen, ist in die Richtung aber nicht so schlimm wie in andere, könnte auch zu viel werden","","","",0,0,"",0,"","Würde ich vorher schon aufgefordert bevor es Rot wurde? Wahrscheinlich erst einmal gelb",""
"2","HC",29,"Bedienung, allerdings switch zu manuellem fahren durchaus verwirrend beim ersten mal","Hatte mir gewünscht immer klar zu sehen welche Modi zur Verfügung stehen bspw durch farblich markierte icons","Haptische Warnung, bspw vibrieren, ","","Sehr interessante Studie und ich habe gerne mitgemacht","",1000,0,"",0,"","","Assistenzsysteme verfügbar ",23,0,"",0,"","","",1000,3,"",3,"","Komisches Gefühl nicht auf Straße zu schauen","","",1000,3,"",3,"","","",1000,2,"",2,"","","","","",2,2,"",2,"Sieht Skala wohl nicht","Zwar gesehen, aber etwas schwächer hinweiß der auftaucht und wieder verschwindet , würde mir dauerhafte Anzeige wünsche in welchem ich gerade bin+welche noch verfügbar sind, sodass ich den Status immer sehe","",1000,2,"",2,"","","",23,2,"",2,"","Hinweis kam länger,  sehe jetzt die Icons unten,  zeigen mir Verfügbarkeit an, sollte aber präsenter sein","",1000,3,"",3,"","","","","",0,0,"",0,"","Leuchten am Lenkrad gesehen, akustische Signal gewünscht ","Wollte erst per Umschalten Taste in manuell schalten, hätte aber direkt aus Taste drücken müssen","",23,3,"",3,"Golf stand unten, hat P angemerkt, evtl leichte Ablenkung ","","","","Systemfehler",0,0,"",0,"","Ton und rote LEDs,  Aufmerksamkeit direkt bei Fahrzeug, überlegt was systemfehler heißen soll, dadurch kurz abgelenkt",""
"2","HC",30,"Alles","Nichts","Akustische unterstützen muss sein","Nein","Nein, dankeschön ","Hände ans Lenkrad ",1000,0,"",2,"","","",23,0,"",0,"","","Hände ans Lenkrad ",1000,3,"",2,"Nur in l2 obwohl Ansage für automatisiert ","","","",1000,3,"",3,"","Geht er in manuell zurück sobald ich bremse trete? Nebenaufgabe aktuell nicht erlaubt, ","",1000,2,"",2,"Kurze Schwierigkeiten bei L3 reset. P nimmt mehrmals Abbildung mit automationleceln zur hilfe","","","Musste in manuell gehen","",2,2,"",0,"","","",1000,2,"",2,"","","",23,2,"",2,"","","Kann in automatisiert schalten",1000,3,"",3,"","","","Umschalten von automatisiert in manuell ","System hat es nicht mehr vorgegeben",0,0,"",0,"","Ton gewünscht ","","Kann in automatisiert wechseln ",23,3,"",3,"","","","Von automatisiert in manuell ","",0,0,"",0,"","Konnte Grund nicht lesen, da erst auf nebenaufgabe konzentriert und dann übernommen",""
"2","HC",31,"Was neues ausprobieren","Ablenkung durch Tabletne","Nein","War interessant","Unterschied zum assistierten fahren besser vorher erklaeren","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",3,"Traut sich noch nicht so ganz die Hände weg zu nehmen ","","","",1000,3,"",3,"","","",1000,2,"",2,"Anfangs einmal aus versehen deaktiviert,  VL musste erneut auffordern ","","Hätte erwartet dass mit Wechsel Taste alle drei durchgemacht hat, vielleicht war ich auch nur zu langsam weil er in manuell das Gas weg nimmt","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","Darf ich die Hände bei assistiert wirklich nicht wegnehmen? Versuche die bildr zu interpretieren,  bei assistiert sind die Hände nicht ganz dran, aber was heißt das?","Hätte wahrscheinlich nur rechten nehmen müssen, dachte ich muss erst mit linker Taste aktivieren, das war dann aber ausschalten ","","System ? ",0,0,"",0,"P hat surt nicht bedient","Spielen vergessen, weil automation so interessant. Beim spielen hätte ich bestimmt die meldung übersehen","","Beide verfügbar ",23,3,"",3,"","","","","",0,0,"",0,"","",""
"2","LC",73,"Es war eine ganz neue Erfahrung und leicht zu bedienen","Etwas unsicher gefühlt, weil es ungewohnt war","Keine","","Super interessant und innovativ, sowie sinnvoll","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",2,"","Wollte direkt hochschalten und habe noch nicht an gemacht, hat nicht funktioniert ","Wusste nicht genau was was ist  daher nur eine Stufe hochgestellt","",1000,3,"",3,"","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","In manuell wechseln ","",0,0,"",0,"","","","",23,3,"",3,"","","","Soll übernehmen und danach kam Aufforderung zur notbremsung ","Evtl systemfehler",0,0,"",0,"","Wusste nicht genau ob übernehmen sie jetzt bedeutet dass ich Automation ausschalten soll oder einfach nur Hände an Lenkrad nehmen",""
"2","LC",74,"","","","","","",1000,0,"",0,"","","Lenkrad fester",23,0,"",2,"P drückt Wechsel Taste, nichts passiert,  denkt aber ist in automatisierten fahren und spielt surt , Eingriff von vl","","",1000,3,"",2,"","","Wusste nicht was ich mit den Tasten machen muss, vielleicht Informationen was ich drücken kann durch aufleuchten der Tasten oder Info auf display","Lenkrad war anders",1000,3,"",3,"","","Lenkrad ",1000,2,"",2,"Sagt nein, spielt aber trotzdem surt","","","Lenkrad stabiler","",2,2,"",2,"Spielt immer noch surt","","Lenkrad ",1000,2,"",2,"","","Lenkrad ",23,2,"",2,"Spielt immer noch surt","","Lenkrad ",1000,3,"",3,"","","","Lenkrad ","",0,0,"",0,"Anzeige lange ignoriert und nicht gelesen, obwohl Kopf immer mal hin bewegt (im eyetracker prüfen), bei Notbremsung dann Vollbremsung ","","","Lenkrad ",23,3,"",3,"Spielt surt in l0","","","Lenkrad ","",0,0,"",0,"Nachfrage VL warum immer surt bedient: P sagt es ist automatismus wenn es da hängt, so wie bei handy","",""
"2","HC",32,"Entlastung bei Funktion","Spurabweichung, Konsequenzen ein Nichtfunktion","Nein","FEHLERQUOTE  ","Zuverlässigkeit? Einsatztauglich bei welchen Geschwindigkeiten? Reaktionszeiten? usw. ","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","Assistiert nicht mehr verfügbar ","",0,0,"",0,"P ist nur in l2 gefahren,  Meldung kam trotzdem ","","","",23,3,"",3,"Hinweis und erklärung von vl","Sind von Spur abgekommen, musste nach Steuern, kann mich nicht ganz drauf verlassen, vielleicht etwas falsch eingestellt?","","Von automatisiert in manuell ","",0,0,"",0,"","",""
"2","LC",75,"Unterschiede in den Farben","Sehr koventionell","Nein","Unsicher in welchem Modus man sich befindet","","",1000,0,"",0,"","Sehr beschäftigt damit ins Display zu schauen","Anzeige automatisiertes fahren",23,0,"",0,"P ist unsicher was Anzeige bedeutet, denkt erst Auto wäre jetzt automatisiert ","Sehr unsicher, würde die Anzeige länger aufleuchten wenn automatisiert verfügbar? ","Anzeige erst blau und dann gelb",1000,3,"",3,"","Traue mich noch nicht Nebentätigkeit zu machen","Nicht sicher in welcher Stufe ich tatsächlich gelandet bin ","Anzeige Farbe",1000,3,"",3,"","Immer noch unsicher ob in automatisierter stufe, blaue und Gelbe Stufe nicht eindeutig,  mir würde Ansage oder ähnliches fehlen","Farbliche Anzeige ändert",1000,2,"Teilautomatisiert",2,"","","Immer noch nicht sicher welche die richtige stufe","Farben verändert","",2,2,"Teilautomatisiert",2,"","","Farbe",1000,2,"Teilautomatisiert",2,"","Bin so mit herausfinden des richtigen Level beschäftigt,  dass ich gefahr im Verkehr wäre","Farbe",23,2,"Teilautomatisiert",2,"P schaltet hin und her um herauszufinden welches Level was ist","","Farbliche Anzeige ",1000,3,"",3,"","","","Anzeige verschwindet ","",0,0,"",0,"P sieht Anzeige nicht, Aufforderung zur Übernahme durch vl als nicht auf Notbremsung reagiert ","","","Gelbe Anzeige ",23,3,"",3,"","","","Anzeigen farbe","",0,0,"",0,"Wieder keine Reaktion auf Anzeigen,  Aufforderung von  vl","",""
"2","HC",33,"Die lesbarkeit","","","","","",1000,0,"",0,"","","",23,0,"",0,"","","Auto alleine gefahren ",1000,3,"",2,"","","","Rotes Licht Hände an Lenkrad ",1000,3,"",2,"","","Ansage",1000,2,"",2,"","Keine Probleme, musste aber kurz nachdenken, alles neu und automationsstufe schwer zu merken","","Assistiert nicht verfügbar ","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"Hinweis VL, dass P Fehler korrigieren darf","","Von assistiert in automatisiert",1000,3,"",3,"","","","In manuell wechseln ","",0,0,"",0,"","","","",23,3,"",3,"P plötzlich unsicher mit automationsstufe und beantwortet Frage falsch, hält blau für automatisiert ","","","Manuell fahren","",0,0,"",0,"P sagt oben automatisierten,  geht aber im Verlauf der Fragen wahrscheinlich von manuell aus","",""
"2","LC",76,"Die gesamte Erfahrung war sehr erfrischend ","","Mit dem visuellen Reiz von begin an ein akustisches Signal kombinieren. ","","Gefällt mir sehr gut. Hatte das Gefühl in kompetenten Händen zu sein. ","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"Nicht sicher bei Frage mit händen","","","","Sensorprobleme",2,2,"",2,"","","",1000,2,"",2,"","Gefühl ich werde müde weil ich mich weniger aufs fahren konzentrieren muss","",23,2,"",2,"","","",1000,3,"",3,"","","","","Systemwechsel",0,0,"",0,"","","","",23,3,"",3,"","","","","",0,0,"",0,"","War das richtig, dass ich gebremst habe?",""
"2","HC",34,"Schnelle erlernung der Bedienung und Funktionsweise, simple display Gestaltung, ","Alarm und zwischenmeldungen könnten ablenken oder zunächst verwirren ","Sprachassistent (verbale steuerung) ","","","",1000,0,"",0,"","","",23,0,"",0,"","Gefühl ich muss weniger Kontrolle übernehmen ","",1000,3,"",3,"","","","",1000,3,"",3,"","","",1000,2,"",2,"","Sobald ich mich mit Tablet beschäftige fahre ich 10 kmh mehr und muss oft korrigieren , ich denke wenn ich mich weniger konzentriere kontrolliere ich Fuß auf Gas weniger","Mir war nicht klar, dass ich nur Wechsel Taste drücken musste, habe zuerst aus gedrückt ","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"Spielt die ganze Zeit surt","Gefühlt am Anfang wahrgenommen dass etwas schief gefahren, dann noch korrigiert,  am Ende hat das Auto gefühlt gar nicht mehr mitgelenkt","",1000,3,"",3,"","Deutlicher unterschied zwischen fahrmodi, Fahrzeug reagiert ganz anders. Denke in automatisierten merke ich sofort dass das Auto viel ruhiger , wie auf Schienen fährt, deshalb besseres Gefühl etwas auf Tablet zu tun","","In manuell wechseln ","",0,0,"",0,"","","Anfangs schwer ersichtlich wie ich in manuell komme, dachte ich kann einfach durchwechseln","Assistenz verfügbar ",23,3,"",3,"","","","","",0,0,"",0,"","Keine Verfügbarkeit aber Aufforderung: Steuer sofort übernehmen,  Sensorfehler ",""
"2","HC",35,"Klare Trennung Dr Stufen durch symbole","Zu lange textbloecke bei Fehlermeldungen oder uebernahmeaufforderungen","Text reduzieren, multimodale Ansprache des Fahrers","","","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",3,"","","","",1000,3,"",3,"P gibt  Gas in automatisierten fahren","","",1000,2,"",2,"","","","","",2,2,"",2,"","","",1000,2,"",2,"","","",23,2,"",2,"","","",1000,3,"",3,"","","","Bitte übernehmen ","",0,0,"",0,"","Musste hinschauen, ohne ton schwierig,  hätte ich auch übersehen können","","",23,3,"",3,"","","","Sofort übernehmen ","",0,0,"",0,"","",""
"2","LC",77,"Einfacher Wechsel zwischen Fahrstufen. Sichere Steuerung im assistierten und automatisierten Fahren. ","Unübersichtlich und still, wenn der Fahrer die Steuerung übernehmen soll. ","Auffälliger, wenn neuen Fahrstufen verfügbar/ nicht mehr verfügbar sind und wenn der Fahrer übernehmen soll. ","Hat spaß gemacht :) ","Sehr gute Begleitung während den Versuchen. ","",1000,0,"",0,"","","",23,0,"",0,"","","",1000,3,"",2,"","","","",1000,3,"",2,"","","",1000,2,"",2,"","Probleme mit Begriffen, deshalb am Anfang immer im falschen Level und hier auch nicht geschaltet","","","",2,2,"",2,"","","",1000,2,"",2,"O merkt bei Verfügbarkeit Frage an, dass automatisiert nicht verfügbar,  Änderung sei aber nicht während fahrt gewesen","","",23,2,"",2,"","","",1000,3,"",3,"","","","","System irgendwas",0,0,"",0,"","","","",23,3,"",3,"","","","","",0,0,"",0,"","",""
"2","LC",78,"Anzeige, Beim Fahren sehr unterstützend","Die Umschaltung zwischen den Fahrstufen","Jeder Modus mit separaten Schalter aktivierbar","Tolles Unterstützungssystem","Toll","",1000,0,"",0,"","","",23,0,"",0,"P denkt ist in automatisierten fahren und spielt surt ","","Geschwindigkeit und Spurhaltung",1000,3,"",2,"","","Ungewohnt die Kontrolle über Fahrzeug nicht zu haben","Anzeige bllau",1000,3,"",2,"","","Farbwechsel",1000,2,"",3,"","","","","",2,2,"",3,"","","Farbwechsel",1000,2,"",3,"","","Anzeigen und Spurgaltung wechseln",23,2,"",2,"","","Anzeigen , Lenkung,  spurhaltung",1000,3,"",3,"","","","Spurhaltung","",0,0,"",0,"","","","",23,3,"",3,"","","","","",0,0,"",2,"","",""
