startdate,VPNr,Exp,HMI,VPCode,Alter,Geschlecht,Erfahrung,KilometerJahr,Sehhilfe,Farbfehlsichtigkeit,Farbfehlsichtigkeit2,Vorwissen,FAS.CC,FAS.ACC,FAS.LKA,FAS.NoFAS,OftCC,AutomarkeCC,OftACC,AutomarkeACC,OftLKA,AutomarkeLKA,TC01_LevelSel,TC01_LevelOthers,TC01_ChangeAvail,TC01_ChangeAvailSel,TC01_ChangeAvailOthers,TC01_HandsOffAllow,TC01_EmailsAllow,TC01_RemarksTP,TC01_RemarksTL,TC01_ER,TC02_LevelSel,TC02_LevelOthers,TC02_ChangeAvail,TC02_ChangeAvailSel,TC02_ChangeAvailOthers,TC02_HandsOffAllow,TC02_EmailsAllow,TC02_RemarksTP,TC02_RemarksTL,TC02_ER,TC03_LevelSel,TC03_LevelOthers,TC03_ChangeAvail,TC03_ChangeAvailSel,TC03_ChangeAvailOthers,TC03_HandsOffAllow,TC03_EmailsAllow,TC03_TransProblems,TC03_TransProblemsOthers,TC03_RemarksTP,TC03_RemarksTL,TC03_ER,TC04_LevelSel,TC04_LevelOthers,TC04_ChangeAvail,TC04_ChangeAvailSel,TC04_ChangeAvailOthers,TC04_HandsOffAllow,TC04_EmailsAllow,TC04_RemarksTP,TC04_RemarksTL,TC04_ER,TC05_LevelSel,TC05_LevelOthers,TC05_ChangeAvail,TC05_ChangeAvailSel,TC05_ChangeAvailOthers,TC05_HandsOffAllow,TC05_EmailsAllow,TC05_TransProblems,TC05_TransProblemsOthers,TC05_RemarksTP,TC05_RemarksTL,TC05_ER,TC06_LevelSel,TC06_LevelOthers,TC06_ChangeAvail,TC06_ChangeAvailSel,TC06_ChangeAvailOthers,TC06_ChangeAvailReasonSel,TC06_ChangeAvailReasonOthers,TC06_HandsOffAllow,TC06_EmailsAllow,TC06_RemarksTP,TC06_RemarksTL,TC06_ER,TC07_LevelSel,TC07_LevelOthers,TC07_ChangeAvail,TC07_ChangeAvailSel,TC07_ChangeAvailOthers,TC07_HandsOffAllow,TC07_EmailsAllow,TC07_RemarksTP,TC07_RemarksTL,TC07_ER,TC08_LevelSel,TC08_LevelOthers,TC08_ChangeAvail,TC08_ChangeAvailSel,TC08_ChangeAvailOthers,TC08_HandsOffAllow,TC08_EmailsAllow,TC08_RemarksTP,TC08_RemarksTL,TC08_ER,TC09_LevelSel,TC09_LevelOthers,TC09_ChangeAvail,TC09_ChangeAvailSel,TC09_ChangeAvailOthers,TC09_HandsOffAllow,TC09_EmailsAllow,TC09_TransProblems,TC09_TransProblemsOthers,TC09_RemarksTP,TC09_RemarksTL,TC09_ER,TC10_LevelSel,TC10_LevelOthers,TC10_ChangeAvail,TC10_ChangeAvailSel,TC10_ChangeAvailOthers,TC10_ChangeAvailReasonSel,TC10_ChangeAvailReasonOthers,TC10_HandsOffAllow,TC10_EmailsAllow,TC10_TransProblems,TC10_TransProblemsOthers,TC10_RemarksTP,TC10_RemarksTL,TC10_ER,TC11_LevelSel,TC11_LevelOthers,TC11_ChangeAvail,TC11_ChangeAvailSel,TC11_ChangeAvailOthers,TC11_HandsOffAllow,TC11_EmailsAllow,TC11_TransProblems,TC11_TransProblemsOthers,TC11_RemarksTP,TC11_RemarksTL,TC11_ER,TC12_LevelSel,TC12_LevelOthers,TC12_ChangeAvail,TC12_ChangeAvailSel,TC12_ChangeAvailOthers,TC12_ChangeAvailReasonSel,TC12_ChangeAvailReasonOthers,TC12_HandsOffAllow,TC12_EmailsAllow,TC12_TransProblems,TC12_TransProblemsOthers,TC12_RemarksTP,TC12_RemarksTL,TC12_ER,UMUX01,UMUX02,UMUX03,UMUX04,SUS01,SUS02,SUS03,SUS04,SUS05,SUS06,SUS07,SUS08,SUS09,SUS10,Trust,Acceptance,UEQ01,UEQ02,UEQ03,UEQ04,UEQ05,UEQ06,UEQ07,UEQ08,UEQ09,UEQ10,UEQ11,UEQ12,UEQ13,UEQ14,UEQ15,UEQ16,UEQ17,UEQ18,UEQ19,UEQ20,UEQ21,UEQ22,UEQ23,UEQ24,UEQ25,UEQ26,GutGefallen,NichtGefallen,Verbessern,Anmerkungen,AnstrengendWenden,Uebel,AllgAnregungen
2020-09-17 12:15:00,72,1,LC,So_Se_18,25,0,4,1,1,0,,0,0,0,0,1,NA,,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,1,4,,0,NA,NA,1,1,0,,NA,,1,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,,0,0,0,,NA,,2,2,NA,1,5,,0,,0,0,,,1,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,1,0,NA,1,99,denkt alles noch verfügbar,99,Fehlermeldung,0,0,0,,,FAS Taste,2,4,NA,1,2,NA,0,0,0,NA,NA,"befindet sich nur in Assistiert, soll aber in Automatisiert, Antwort unterschiedlich auf Fragen",3,0,NA,1,7,,0,,0,0,0,,,FAS,1,4,1,6,3,5,4,4,1,3,3,5,2,2,2,4,2,6,6,4,1,3,3,3,2,2,2,3,2,6,6,6,5,4,2,3,6,5,3,2,2,2,5,"Übersichtlich, wenn Konzentration auf dem Kombidisplay lag",Zwang Kombidisplay im Auge zu behalten,Sound bei Fehlermeldung,,1,2,
2020-09-17 17:02:42,73,1,LC,EL_AL_9,25,1,1,0,2,0,,0,0,0,0,1,NA,,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,NA,0,NA,,0,0,NA,sieht Verfügbarkeit nicht!,5,4,,0,NA,NA,1,1,0,,NA,"FAS, dann sehr zögerlich MOD, 1 Hand immer leicht am Lenkrad und sehr zögerlich zu SURT",2,4,NA,0,NA,NA,1,1,NA,,2,2,NA,0,NA,,0,0,0,,NA,,2,2,NA,1,5,,0,,0,0,,,2,2,NA,0,NA,NA,0,0,,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,NA,NA,,1,0,NA,1,8,,0,,0,0,1,"war unsicher, ob sie noch was machen muss als Warnung kam, und unsicher ab wann es manuell war",,"nimmt nur Hände ran, bei Notbremsung bremst sie dann",4,4,NA,0,NA,NA,1,1,0,NA,NA,vergisst Änderung der Verfügbarkeit wie viele Probanden bereits zuvor,1,0,NA,1,99,nichts wahrgenommen,99,Notbremsung,0,0,0,,,"sieht Fehlermeldung gar nicht, erst zufällig Notbremsung, dann bremst sie",4,3,3,3,2,2,1,4,1,4,1,3,1,2,2,2,3,4,5,5,2,2,4,4,5,1,7,6,3,5,4,3,4,5,5,3,5,5,6,1,4,4,4,Die Bedienung war einfach und übersichtlich,"Der Übergang von automatisiert zu manuell war nicht deutlich genug zu erkennen, die Warnung war zu unauffällig",Auffälligere Warnungen/Meldungen,,5,4,
2020-09-18 15:47:00,74,1,LC,EL_WO_8,53,1,4,1,0,0,,2,1,0,1,0,2,Hyundai,NA,,4,Hyundai,0,NA,0,NA,NA,0,0,NA,,1,2,NA,1,2,,0,0,NA,"3 mal MOD, dann sehr spät FAS zu Assistiert, weiß auch dass sie in Assistiert ist, Handelt bei reiner Verfügbarkeit",4,4,,0,NA,NA,1,1,0,,NA,"sehr sehr zögerlich alles und spielt kein SURT, Aufforderung von mir nochmal",2,4,NA,0,NA,NA,1,1,NA,"sehr achtsam, linke Hand immer bereit",2,2,NA,0,NA,,0,0,0,,NA,,2,2,NA,1,2,,0,,0,0,,glaubt es wurde Automatisiertes Fahren Verfügbar?!?!,2,2,NA,0,NA,NA,0,0,,,2,2,NA,1,2,NA,0,0,NA,,2,4,NA,0,NA,NA,1,1,0,NA,NA,,2,0,NA,1,7,,1,,0,0,0,,,"liest es, macht aber nichts, muss sehr lange nachdenken sagt sie, bei Notbremsung bremst sie dann",2,4,NA,1,2,NA,1,1,0,NA,NA,,2,0,NA,1,7,,99,systemfehler,0,0,0,,"glaubt, dass Hände am Lenkrad reicht",liest es macht aber nichts erst bei Notbremsung bremst sie,2,6,6,7,1,5,4,5,2,4,2,5,1,3,1,5,5,7,7,3,1,2,6,6,4,5,1,7,1,7,6,7,7,1,3,2,7,2,6,2,2,2,7,Die Technik,Gab es nichts. ,Keine,Man mehr Aktivitäten einbauen können :-),1,1,
2020-09-19 13:02:30,75,1,LC,Lu_Be_08.09.1951,69,0,3,2,1,0,,1,1,1,1,0,2,Audi,0,Audi,0,Audi,0,NA,0,NA,NA,0,0,NA,,1,0,NA,1,2,,0,0,NA,,2,2,,0,NA,NA,0,0,0,,NA,"schaltet nur in Assistiert, weiß aber dass er in Assistiert ist, Erklärung von mir wie er in Automatisiert kommt",3,4,NA,0,NA,NA,0,0,NA,"spielt kein SURT, glaubt er darf in dem Modus nichts machen weder Hände noch Emails, weiß aber ist in Automatisiert, bekommt von mir nochmal Erklärung",2,2,NA,0,NA,,1,1,0,,NA,"FAS, MOD, MOD, dann Ansage nochmal von mir in Assistiert, dann schaltet er wieder in Automatisiert, glaubt er ist in Assistiert, antwortet aber er darf Hände wegnehmen und emails  schreiben",4,0,NA,1,99,nicht wahrgenommen,2,,0,0,,"spielt surt, nimmt hände weg HOD kommt, keine MODE AWARENESS, SCHALTET DAS SYSTEM AUS BEI SENSORFEHLER!!",4,2,NA,0,NA,NA,1,1,,"2 mal HOD kommt, nimmt dann Hände ran, spielt SURT bisschen, nochmals Erklärung von mir was in welcher Stufe erlaubt ist, bisschen Verwirrung, weiß dass er in assistiert ist, antwortet aber mit Hände weg und Emails!",4,4,NA,1,2,NA,1,1,NA,"hatte ein Dreher drin in der Beschreibung der Automationsstufen, von mir näher nachgehakt, dann Verstanden",2,4,NA,0,NA,NA,1,1,0,NA,NA,"schaltet zu Beginn in Automatisiert, Ansage von mir 2 mal FAS dann; bei Frage nach Verfügbarkeit wie viele zuvor kleine Probleme",2,2,NA,1,5,,1,,0,0,0,,,"Ansage von mir dass er in Automatisiert schalten soll, er war nur in Assistiert, Bei Fehlermeldung übersteuert er mit FAS, schaltet sich aber dann wieder in Assistiert obwohl nicht verfügbar, deshalb auch die Antworten ",4,4,NA,0,NA,NA,0,0,0,NA,NA,"nur in Assistiert, nimmt Hände kurz weg HOD kommt dann Hände wieder dran, MODE AWARENESS nicht stark da",5,0,NA,1,5,,99,Notbremsung Systemausfall,0,0,0,,,"wieder zu Beginn Ansage nochmal in Automatisiert zu schalten, liest Fehlermeldung wollte FAS, dann kommt Notbremsung dann bremst er",2,5,2,4,3,4,2,3,2,4,2,4,2,4,2,4,4,6,2,6,5,7,1,1,2,6,6,5,6,3,1,5,1,2,2,5,2,5,4,6,6,6,5,"Die Reaktion des Systems, sicher mit deren Unterstützung zu fahren.","Erst war es gewöhnungsbedürftig, aber dann keine weiteren Einwände. Durchaus Gefallen an dem System gefunden.",Spontan keine Einfälle.,"Nein, keine Anmerkungen. Es war das erste Mal so ein System zu erkunden.",1,2,Meine Erkenntnis ist sehr positiv und es wäre gut wenn man öfter bei solchen Versuchen mitmachen könnte.
2020-08-13 16:34:58,1,1,HC,Sy_Jo_26,39,0,4,2,0,0,NA,2,1,1,1,0,2,Audi VW,2,Audi VW,2,Audi VW,1,NA,0,NA,NA,0,0,NA,,1,4,,1,6,,1,1,NA,"hat geschalten bei reiner verfügbarkeit, deswegen auch automatisiert als letzte automationsstufe angegeben",1,4,NA,0,NA,NA,1,1,0,,NA,bereits von allein geschaltet,2,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,NA,0,0,0,NA,,hat bei ertsen ton gebremst danach wieder durch VL in automatisiert geschaltet,1,2,NA,1,5,,0,,0,0,NA,,1,2,NA,0,NA,NA,0,0,NA,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,,1,1,0,,NA,,1,0,NA,1,7,,0,,0,0,0,,,hatte probleme mehrmals mod bevor dann fas taste,4,4,NA,1,6,NA,1,1,0,NA,,,1,0,NA,1,7,,NA,,0,0,0,NA,NA,übersteuert durch bremsen,2,5,1,7,1,5,1,5,1,4,1,4,1,4,1,4,4,6,6,6,1,2,2,6,4,3,2,6,2,6,6,6,6,2,4,2,6,2,3,1,2,4,6,"Neue Technik, mit Autopilot",Zu wenig ansprechend gestalltet,Visuelle besser darstellen,TOP,4,3,
2020-08-13 18:42:00,2,1,HC,el_ru_16,65,0,4,1,0,0,NA,1,1,1,1,0,4,vw,3,vw,4,vw,0,NA,0,NA,NA,0,0,NA,,1,0,,1,2,,0,0,NA,Unsicher welche verfügbar wuden,1,4,NA,0,NA,NA,0,0,0,,NA,"nur in assistiert geschaltet, dachte das ist automatisiert
hände vom lenkrad genommen, nach aufforderung durch system wieder hin",5,4,NA,0,NA,NA,1,1,NA,"spielt kein SURT, dachte aufforderung kommt
",1,2,NA,0,NA,NA,1,1,0,NA,,,1,2,NA,0,NA,,NA,,0,0,NA,"selber in automatisiert geschalten, ansage soll zurück schalten,
sensorfehler nicht erkannt",1,2,NA,0,NA,NA,0,0,NA,,1,2,NA,1,2,NA,0,0,NA,unsicher was verfügbar bedeutet,1,4,NA,0,NA,,1,1,0,,NA,,1,0,NA,1,7,,1,,0,0,0,,,"nur auf aufforderung in automatisiert geschaltet, davor assistiert
hat nicht übersteuert!",5,4,NA,1,1,NA,1,1,0,NA,,,2,0,NA,1,6,,0,,0,0,0,NA,NA,"nur auf aufforderung in automatisiert
durch mod und fas erst übersteuert in TC 10 erklärt",2,7,1,3,1,5,1,2,1,4,2,4,1,5,3,5,5,6,5,3,3,7,7,6,6,5,2,7,1,4,6,5,5,1,2,3,6,1,5,3,2,1,6,übersichtlich und interessant,"verwirrend am anfang, weil aussage nichts selbst ohne aufforderung zu machen im kopf sitzt - sonst wäre man vielleicht selbstständiger",,,1,1,sehr interessant und sehr erfahrungsreich
2020-08-14 14:47:00,3,1,HC,gi_ro_3,31,0,4,2,0,0,NA,1,1,1,1,0,4,BMW,4,BMW Audi Mercedes,3,BMW Audi Mercedes,0,NA,0,NA,NA,0,0,NA,,1,0,,1,2,,0,0,NA,wusste nicht mehr was alles verfügbar wurde genau,1,2,NA,0,NA,NA,0,0,1,"knöpfe unklar, welcher knopf zuerst gedrückt werden muss",NA,"nur mod knopf 2mal, dann zum schluss fas zu assistiert",5,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,NA,0,0,0,NA,,"2 mal FAS statt MOD Taste
VL:Erklärung der MOD Taste",3,2,NA,0,NA,,NA,,0,0,NA,Sensorfehler nicht erkannt,1,2,NA,0,NA,NA,0,0,NA,"immer noch nicht erkannt, schaut aber intensiv hin",1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,,1,1,0,,NA,,1,0,NA,1,8,,1,,0,0,0,,,wechselt über mod dann erst fas,3,4,NA,1,2,NA,1,1,0,NA,,"unsicher mit Verfügbarkeitsanzeige, erst auf mehrmaliges Nachfragen antwort",2,0,NA,1,7,,1,,0,0,0,NA,NA,"Bremst erst auf Notbremsung, wusste kaum, was zu tun ist, wie zu handeln war",3,5,1,4,2,3,2,4,2,3,2,4,2,3,2,4,5,6,6,3,2,1,6,6,5,2,2,6,2,6,6,5,6,2,2,2,6,4,5,3,2,2,7,Tonsignale und Lichtsignale,Kombidisplay für Hinweise nicht auffallend genug!,Mehr Hinweise über Ton Licht oder Vibrationen gewünscht.,,4,4,
2020-08-15 09:30:25,4,1,HC,Ga_Ud_17,27,1,4,2,0,0,NA,0,1,0,0,0,2,"BMW, MINI",NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,,1,1,,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,,NA,"mehrmals FAS Bevor sie wusste, das MOD Taste zum Wechseln da ist zwischen Assistiert und Automatisiert",3,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,NA,0,0,0,NA,,,1,2,NA,1,5,,0,,0,0,NA,"Unsicher wegen Handsoff ob in assistiert erlaubt oder nicht, hat aber Hände dran!!",1,2,NA,0,NA,NA,0,0,NA,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,,1,1,0,,NA,,1,0,NA,1,6,,0,,0,0,1,"dachte dass mit MOD zwischen alle Modi wechseln kann, unklar dass deaktivieren mit FAS",,mehrmals MOD bevor mit FAS übersteuert,3,4,NA,1,1,NA,1,1,0,NA,,,1,0,NA,1,6,,0,,0,0,0,NA,NA,Durch Bremsen Übersteuert/Übernommen aber 0 Problem,1,7,1,6,1,3,1,4,1,5,1,5,1,4,1,3,3,6,6,1,1,2,6,6,5,2,1,7,1,6,6,6,6,1,6,1,7,1,6,1,2,2,7,"Leichte Bedienbarkeit, schnell verständlich",Fehlermeldung teils zu später Signalton,,,4,1,
2020-08-15 13:11:01,5,1,HC,HE_HE_21,49,0,4,3,0,0,NA,1,1,0,0,0,4,"Seat, VW",NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,,1,1,,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,,NA,"nur assistiert, hands off kam, übernahm dann wieder,
dachte er wäre im automatsierten Fahren, deswegen auch hands off verwirrt gewesen",5,4,NA,0,NA,NA,1,1,NA,"nimmt hände spät weg, spielt kein SURT, dachte kommt ansage",2,2,NA,0,NA,NA,0,0,0,NA,,,1,2,NA,1,5,,1,,0,0,NA,,1,2,NA,0,NA,NA,0,0,NA,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,,1,1,0,,NA,"wenig Surt, vermutlich angespannt",1,0,NA,1,7,,99,konnte nicht lesen,0,0,1,"nicht gewusst wie mehrmals MOD dachte auch dass er so ins manuelle kommt, dann gebremst, erkennt selber dass er vermutlich ausschalten müsste",,mehrmals mod dann bremsen,3,4,NA,1,2,NA,1,1,0,NA,,"nimmt Hände erst spät weg, wenig SURT, Hände immer bereit, aber nicht am Lenkrad",1,0,NA,1,7,,99,nicht lesen können,0,0,0,NA,NA,"schaut nur auf kombi deswegen schnell reagiert, nimmt die hände spät weg in automatisiert, wenig surt",2,6,1,6,2,4,2,4,1,4,1,4,1,4,3,3,4,3,6,4,2,2,5,6,4,3,4,6,2,5,5,5,6,2,3,2,6,2,3,2,3,3,6,Farbabstimmung gut,,,,1,1,
2020-08-19 10:16:00,6,1,HC,ba_ot_28,50,0,4,2,1,0,NA,0,0,1,0,0,NA,,3,VW,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,,1,1,,0,0,NA,,1,4,NA,0,NA,NA,1,1,0,,NA,"hat erst MOD Taste gedrückt, dann 1 mal FAS und  nach einiger Zeit erst dann MOD für Automatisiert",3,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,NA,0,0,0,NA,,,1,2,NA,0,NA,,NA,,0,0,NA,Hat die Änderung der Verfügbarkeit (Sensorfehler) komplett nicht wahrgenommen,1,2,NA,0,NA,NA,0,0,NA,"Nimmt schrift vermutlich nicht wahr wegen Sitzposition, evtl Überlegung wo man schrift am besten platziert",1,2,NA,0,NA,NA,0,0,NA,"Erkennt keine Verfügbarkeitsänderungen, Skala bleibt unentdeckt, Schrift sieht er vermutlich nicht wegen Sitzposition",1,4,NA,0,NA,,1,1,0,,NA,Skala wird nicht wahrgenommen,1,0,NA,1,8,,1,,0,0,0,,,"durch FAS übersteuert, davor nur Hände ans Lenkrad dachte das reicht, dann 2mal MOD dann erst FAS",3,4,NA,0,NA,NA,1,1,0,NA,,"Erkennt die Schrift nicht, Skala zu unauffällig, dadurch erkennt er keine Änderung der Verfügbarkeit",1,0,NA,1,8,,1,,0,0,0,NA,NA,durch FAS übersteuert,1,7,2,6,1,5,1,5,1,5,1,3,1,5,2,4,4,6,7,5,1,2,3,5,4,4,5,6,1,6,6,5,6,2,5,1,6,1,6,1,3,3,4,Gute Darstellung des aktuell ausgewählten Modus. Die Lichtsignale am Lenkrad waren sehr gut erkennbar.,Der obere Bereich des Kombidisplays ist schlecht zu sehen.,Noch deutlichere Akustische Signale/Aufforderungen bei der Übernahme der Handlungshoheit.,,5,5,
2020-08-20 08:40:00,7,1,HC,Jo_Si_24,43,0,3,3,1,0,NA,0,1,0,0,0,5,"Hyundai, Ford, Opel",NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,,1,2,,0,0,NA,,1,2,NA,0,NA,NA,0,0,0,,NA,"1 mal FAS zu assistiert, dann kurz surt gespielt, Erklärung von mir",5,4,NA,0,NA,NA,1,1,NA,,2,2,NA,0,NA,NA,0,0,0,NA,,,1,2,NA,1,5,,0,,0,0,NA,,1,2,NA,0,NA,NA,0,0,NA,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,,1,1,0,,NA,,1,0,NA,1,7,,0,,0,0,0,,meinte es reicht nur wenn lenkrad anfasst,"nur hände ans lenkrad genommen, erst kurz vor letzter möglichkeit FAS Taste gedrückt",2,4,NA,0,NA,NA,1,1,0,NA,"drückt aus gewohntheit bei seinem Auto 2 mal FAS, dann aber sofort MOD um in automaitsiert zu kommen","Siehe VT, nimmt Verfügbarkeit nicht wirklich wahr vermutlich vergessen, sagt dass er hochschalten sollte damit war es wohl verfügbar",3,0,NA,1,7,,0,,0,0,0,NA,NA,Drückt FAS Taste zum Übersteuern,2,6,1,6,1,5,1,4,1,5,1,4,1,5,2,4,5,7,6,4,2,1,6,7,6,2,4,7,1,2,7,7,7,2,3,2,7,2,4,2,1,1,7,Autonom fahren sollte schnell eingeführt werden,"Bedienung etwas einfacher, ein Knopf alles an , ein Knopf auch alles aus.","Bedienung einfach gestalten, Menüführung vorher was alles benutzt werden darf, so das beim fahren nicht so viele Schaltvorgänge nötig werden  ",weiter dran bleiben cooles System,5,1,"gern mal wieder, Danke. "
2020-08-20 10:40:00,8,1,HC,EL_KA_5,71,0,4,2,0,0,NA,2,1,1,1,0,2,BMW,2,BMW,0,BMW,0,NA,0,NA,NA,0,0,NA,tut sich schwer 30 zu halten,1,99,hat noch keine Ahnung bzgl der Stufen,1,6,,0,0,NA,"hat keine Ahnung wie er die Stufen nennen soll, hat probleme zu unterscheiden,
hat in assistiert geschaltet bei reiner verfügbarkeit und hände am lenkrad gelassen",5,4,NA,0,NA,NA,0,0,0,,NA,"wieder nur in assistiiert geschaltet, meint er ist in automatisiert, nimmt hände weg, hands on aufforderung kam, nimmt hände ans lenkrad, Erklärung von mir zu den Stufen",5,4,NA,0,NA,NA,1,1,NA,"vergisst wieder MOD Taste, Aufforderung von mir vor richtigen Beginn",5,2,NA,0,NA,NA,0,0,0,NA,,"gut gelöst 1 mal MOD, immer noch Probleme am Anfang wenn er ins automatisierte schalten soll",2,2,NA,1,7,,2,,0,0,NA,"will übersteuern durch MOD, meint er muss komplett aus System, will ausschalten, drückt dann FAS Taste fährt manuell, Erklärung von mir im Anschluss",4,2,NA,0,NA,NA,0,0,NA,weiß erstmals assistiert modus,1,4,NA,1,2,NA,1,1,NA,"schaltet bei Verfügbarkeit, aber komplett richtig, Erklärung von mir nochmals",1,4,NA,0,NA,,1,1,0,,NA,,1,0,NA,1,99,nicht gesehen was verfügbar wäre,99,Gefahr,0,0,0,,,"Zu Beginn wieder nur assistiert, aufforderung von mir soll in automatisiert, 
nimmt erst bei LED war und nur Hände ans Lenkrad, dann kam Notbremsung dann bremst er, nimmt keine Änderung der Verfügbarkeit an sich nach Übersteuerung wahr, denkt war nur Fehler",4,4,NA,0,NA,NA,1,1,0,NA,,"keine Verfügbarkeitsänderung wahrgenommen, erst nur in assistiert geschaltet, dann von sellber in automatisiert nach kurzer zeit",3,0,NA,1,99,weiß er nicht,NA,,0,0,0,NA,NA,"Notbremsung kommt, erst dann bremst er, davor nur hände ans lenkrad, unklar wie er handeln soll, weiß danach nicht was verfügbar ist oder nicht",4,4,2,6,2,5,1,4,1,4,1,5,1,4,1,5,5,6,6,2,2,2,4,6,6,4,4,6,2,6,4,5,6,2,4,4,5,2,4,2,2,2,5,"Gute verständliche Anzeigen, Töne LEDs gut",Nicht ganz eindeutig wie man handeln soll,,"war gut, hat Spass gemacht",1,1,
2020-08-20 12:45:32,9,1,HC,MB_GB_25,55,1,4,3,0,0,NA,0,1,0,1,0,5,Mercedes,NA,,4,Mercedes,0,NA,0,NA,NA,0,0,NA,,1,0,,1,2,,0,0,NA,"meint, dass wenn verfügbar kommt, dass sie auch in dem Modus ist. Spielt deshalb auch SURT, hat Kontrolle fast verloren, Eingreifen von mir",5,4,NA,0,NA,NA,1,1,0,,NA,"wechsel gut, aber keine SURT gespielt",2,4,NA,0,NA,NA,1,1,NA,"Bei Wechsel erst MOD, dann FAS und MOD",3,2,NA,0,NA,NA,0,0,0,NA,,"wieder 2 mal MOD zu Beginn, dann erst FAS und MOD
2 mal FAS um in Assistiert zu kommen",3,2,NA,1,5,,0,,0,0,NA,zu Beginn wieder mehrfach MOD bevor FAS Taste um in Assistiert zu kommen,3,2,NA,0,NA,NA,0,0,NA,wieder mehrfach MOD bevor FAS um in assistiert zu kommen,3,4,NA,1,2,NA,1,1,NA,"jetzt nur noch 1 mal FAS um in Assistiert zu kommen,
schaltet bei reiner Verfügbarkeit in automatisiert",2,4,NA,0,NA,,1,1,1,"findet den richtigen Knopf nicht, Erklärung von mir",NA,"wieder MOD dann erst FAS um in Assistiert,
brutale Fehler um in Automatisert zu kommen mehrfach MOD dann mehrfach FAS dann iwann richtig",4,0,NA,1,8,,0,,0,0,0,,,"erst bei LED erkannt, macht spät über FAS Taste das System aus",2,4,NA,0,NA,NA,1,1,0,NA,,"erkennt Verfügbarkeit nicht, denke wegen Ansage oder Vergessen, mehrfach schon vorgekommen",1,0,NA,1,8,,0,,0,0,0,NA,NA,"Notbremsung kam, dann sofort über FAS übersteuert",2,4,2,5,3,2,4,2,2,1,2,2,4,3,2,4,4,5,3,4,2,2,3,6,4,6,3,6,4,6,5,6,6,2,3,2,6,6,2,4,4,4,6,"Die Möglichkeit neben dem Fahren zu arbeiten, bzw. andere Dinge zu erledigen.",Mir wurde sehr sehr übel.,Bessere Beschriftung der Bedienungsknnöpfe,,1,4,
2020-08-20 16:13:45,10,1,HC,Sa_Ro_10,26,1,3,1,0,0,NA,0,1,0,0,0,0,Honda,NA,,NA,,0,NA,0,NA,NA,0,0,NA,,1,0,,1,3,,0,0,NA,Sagt nur assistiert wurde verfügbar,1,4,NA,0,NA,NA,1,1,0,,NA,"1 mal MOD dann gelesen, dann richtig FAS und MOD",3,4,NA,0,NA,NA,1,1,NA,,1,2,NA,0,NA,NA,0,0,0,NA,,,1,2,NA,1,5,,0,,0,0,NA,,1,2,NA,0,NA,NA,0,0,NA,,1,2,NA,1,2,NA,0,0,NA,,1,4,NA,0,NA,,1,1,0,,NA,,1,0,NA,1,99,"meint vielleicht wär assistiert verfügbar noch, unsicher",0,,0,0,0,,,"Unsicher ob doch noch was verfügbar wäre nach dem übersteuern, Leute schauen nicht auf Skala",2,4,NA,0,NA,NA,1,1,0,NA,,"hat keine Verfügbarkeitsänderung wahrgenommen vermutlich vergessen, bei mehreren schon vorgekommen",1,0,NA,1,99,schauen nicht auf verfügbar,0,,0,0,0,NA,NA,FAS-Taste gedrückt,2,5,2,6,4,2,2,4,1,4,2,3,2,3,2,3,2,5,6,3,2,3,5,6,4,2,3,5,2,6,4,6,5,3,6,3,5,2,6,2,3,3,6,Bei Sensorfehler Warnton,ab und zu zu undetaillierte Anweisungen vom System,,,1,1,
